name	type	units	low_cutoff	high_cutoff	sampling_frequency	notch	resection	status_description	hemisphere	lobe	dataset
A1	ECOG	µV	0.08	300	1000	not applied	preserved	artifact	n/a	n/a	unused
A2	ECOG	µV	0.08	300	1000	not applied	preserved	artifact	n/a	n/a	unused
A3	ECOG	µV	0.08	300	1000	not applied	preserved	artifact	R	parietal	unused
A4	ECOG	µV	0.08	300	1000	not applied	preserved	artifact	R	parietal	unused
A5	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	parietal	trained
A6	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	central	trained
A7	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
A8	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	central	trained
A9	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
A10	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	frontal	other
A11	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
A12	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
A13	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
A14	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
A15	ECOG	µV	0.08	300	1000	not applied	preserved	artifact	R	frontal	unused
A16	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	frontal	other
A17	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	temporal	trained
A18	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	temporal	trained
A19	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A20	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A21	ECOG	µV	0.08	300	1000	not applied	resected	artifact	R	temporal	unused
A22	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	temporal	trained
A23	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	temporal	trained
A24	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	temporal	trained
A25	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	temporal	trained
A26	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A27	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	temporal	trained
A28	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	temporal	trained
A29	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	temporal	trained
A30	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A31	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	temporal	trained
A32	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	temporal	trained
A33	ECOG	µV	0.08	300	1000	not applied	resected	artifact	R	temporal	unused
A34	ECOG	µV	0.08	300	1000	not applied	resected	artifact	R	temporal	unused
A35	ECOG	µV	0.08	300	1000	not applied	resected	artifact	R	temporal	unused
A36	ECOG	µV	0.08	300	1000	not applied	resected	artifact	R	temporal	unused
A37	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	occipital	trained
A38	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	occipital	trained
A39	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	occipital	other
A40	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	temporal	trained
A41	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	occipital	trained
