name	type	units	low_cutoff	high_cutoff	sampling_frequency	notch	resection	status_description	hemisphere	lobe	dataset
A1	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	frontal	other
A2	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	frontal	other
A3	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	frontal	other
A4	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	frontal	other
A5	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	frontal	other
A6	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	frontal	other
A7	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	parietal	other
A8	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	occipital	other
A9	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	parietal	trained
A10	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	parietal	trained
A11	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	parietal	trained
A12	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	central	trained
A13	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
A14	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
A15	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
A16	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	frontal	other
A17	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
A18	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
A19	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
A20	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
A21	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
A22	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
A23	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
A24	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
A25	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
A26	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
A27	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A28	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A29	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A30	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A31	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A32	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A33	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A34	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A35	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A36	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A37	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A38	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A39	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A40	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A41	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	occipital	trained
A42	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	occipital	trained
A43	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	temporal	trained
A44	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A45	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A46	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A47	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	occipital	trained
A48	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	occipital	other
A49	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	occipital	trained
A50	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A51	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A52	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A53	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A54	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A55	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A56	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A57	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	occipital	other
A58	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	occipital	other
A59	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	occipital	other
A60	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	occipital	other
A61	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	occipital	other
A62	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	occipital	other
A63	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A64	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
B1	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
B2	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
B3	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
B4	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	frontal	other
B5	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	frontal	other
B6	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
B7	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
B8	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
B9	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
B10	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
B11	ECOG	µV	0.08	300	1000	not applied	resected	artifact	R	frontal	unused
B12	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	frontal	other
B13	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	frontal	other
B14	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
B15	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
B16	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
B17	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
B18	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
B19	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
B20	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	frontal	other
B21	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	frontal	other
B22	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
B23	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
B24	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
B25	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	frontal	trained
B26	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
B27	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
B28	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	frontal	other
B29	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
B30	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
B31	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
B32	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
B33	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
B34	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
B35	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
B36	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	frontal	other
B37	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
B38	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
B39	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
B40	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	parietal	other
B41	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
B42	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
B43	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
B44	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	frontal	other
B45	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
B46	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
B47	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
B48	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	parietal	other
B49	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
B50	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
B51	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
B52	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	frontal	other
B53	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
B54	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
B55	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
B56	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
B57	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
B58	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
B59	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	frontal	other
B60	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	frontal	other
B61	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
B62	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
B63	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
B64	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
C1	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	parietal	trained
C2	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	parietal	trained
C3	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	parietal	trained
C4	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	parietal	other
C5	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	parietal	other
C6	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	parietal	trained
C7	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	parietal	trained
C8	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	parietal	trained
C9	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	parietal	other
C10	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	parietal	other
